"listeners_cum","artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists_log","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm_log","key","mode","danceability_.","valence_.","energy_._boxcox","acousticness_.","liveness_.","speechiness_.","streams"
63903238,1,"Mittwoch",11,"December",7.79152281915073,11,1e-04,1e-04,806,1e-04,1e-04,4.97673374242057,"Keine Angabe","Major",60,43,92.8640769420527,94,14,4,3.05545288386588
17994853,1,"Freitag",5,"May",8.6821990260005,19,1e-04,1e-04,885,1e-04,1e-04,5.01063529409626,"C#","Minor",65,51,271.260611193508,73,14,3,3.0464926346678
27493634.6666667,3,"Freitag",1e-04,"June",6.58892647753352,16,17,60,28,1,44,4.49980967033027,"A","Minor",60,13,256.563882754578,4,21,4,2.91021725225766
47776446,1,"Dienstag",10,"January",10.4277129963651,26,133,92,2733,1,26,4.44265125649032,"F","Major",55,42,256.563882754578,17,22,3,3.0589204805778
57289368,1,"Sonntag",11,"January",10.1921941000341,13,65,82,3425,4,13,5.19295685089021,"D#","Major",33,38,398.171089263681,20,28,5,3.06026592985234
9194937,1,"Mittwoch",1e-04,"April",5.87493073085203,16,35,102,8,1,117,5.11198778835654,"C#","Major",57,84,606.90920879618,11,37,9,2.93291810872862
104681090,1,"Freitag",7,"November",8.78232285939751,17,45,85,238,1,47,5.07517381523383,"G#","Major",71,40,235.035593728849,16,16,22,3.01280844332121
106608279,1,"Mittwoch",9,"January",9.9681041956221,13,328,70,1378,9,20,5.07517381523383,"G","Major",65,95,476.361168533288,5,41,16,3.03644602204385
47776446,1,"Dienstag",10,"January",10.0600211053509,29,54,70,1089,2,1,4.52178857704904,"D","Major",70,81,332.697998527472,4,8,4,3.04262448563202
14133169,1,"Samstag",1,"March",8.07153089355666,18,148,80,226,24,1e-04,5.13579843705026,"Keine Angabe","Major",56,53,340.666666666667,11,45,6,3.01570567022786
74886858,1,"Freitag",6,"January",10.3791314952655,10,33,1e-04,6808,7,1e-04,4.56434819146784,"C#","Minor",83,93,348.697835759604,58,9,8,3.09075789935236
37806901,1,"Montag",9,"November",8.87122464440955,18,60,20,2,1e-04,2,4.78749174278205,"G#","Major",67,40,249.318221765503,86,12,4,3.03718359500975
20403634,2,"Freitag",1e-04,"January",6.38350663488401,14,11,84,6,1,30,4.58496747867057,"Keine Angabe","Major",70,37,263.878225553917,6,9,8,2.97264598720984
24685031,1,"Montag",31,"September",10.5111857712636,7,146,72,6807,5,80,4.52178857704904,"G","Major",53,12,131.50157628316,1,12,4,3.04277331465509
37679071,1,"Freitag",4,"October",6.67708346124714,10,38,25,61,1e-04,263,5.01063529409626,"A","Major",34,24,278.710418212454,4,11,3,2.96519913741786
19302170,1,"Dienstag",6,"March",9.4796802501801,17,61,96,790,2,116,4.54329478227,"F","Major",37,17,214.143844145899,2,11,3,3.02290926397889
12913655,1,"Freitag",1e-04,"May",4.20469261939097,8,7,10,1e-04,1e-04,57,4.49980967033027,"E","Minor",74,36,332.697998527472,26,27,5,2.87276219137687
28630629,1,"Samstag",7,"August",9.97924416493538,30,112,68,266,1,39,5.07517381523383,"A","Major",54,54,271.260611193508,67,42,11,3.02081928747219
58433542,1,"Freitag",4,"August",9.88654483180582,16,391,73,633,3,37,4.78749174278205,"Keine Angabe","Major",70,59,432.346035225553,24,9,4,3.0671447945809
63903238,1,"Freitag",13,"January",9.95731263923104,13,82,1e-04,2946,1e-04,1e-04,4.69134788222914,"F","Major",63,46,521.774185913264,1,9,5,3.05488907135583
28514961,1,"Freitag",10,"September",10.0776089127647,31,187,99,4623,1,1e-04,4.85981240436167,"E","Minor",57,41,356.791023137316,63,12,5,3.06720637664624
31399884,2,"Freitag",1,"December",6.74405918631135,22,27,129,21,7,111,5.05624580534831,"G","Major",54,75,309.172001029927,30,7,5,2.98172126623156
106608279,1,"Freitag",2,"April",7.87054784450771,12,47,90,1,1e-04,7,4.86753445045558,"F#","Major",63,49,415.141515605453,5,9,3,2.97932506653223
83335265,1,"Freitag",1,"May",9.10908253990196,42,124,133,139,14,166,4.67282883446191,"F","Minor",65,19,406.626839296785,10,13,25,3.04251055891829
106608279,1,"Freitag",1e-04,"July",4.45434729625351,11,3,33,3,1e-04,1,4.98360662170834,"B","Minor",50,67,559.082880502025,1e-04,19,8,2.84654079625995
20444662,1,"Montag",3,"February",7.48885295573346,14,1,50,19,1e-04,19,4.93447393313069,"A","Minor",48,37,174.352062489831,32,10,10,2.9866781774219
28383689,1,"Montag",55,"July",9.67344525953076,14,71,37,653,1e-04,167,4.75359019110636,"Keine Angabe","Major",74,76,389.774679049235,7,13,3,3.03780016715159
21279754,1,"Dienstag",13,"July",6.19847871649231,36,4,3,19,1e-04,1e-04,4.55387689160054,"F#","Minor",84,52,449.781505219462,12,7,4,3.00113219792498
31261451.5,4,"Donnerstag",1e-04,"June",6.65027904858742,33,20,46,21,8,99,5.13579843705026,"G#","Minor",62,55,476.361168533288,15,37,7,2.88278938468276
23173906,1,"Montag",1,"December",7.05098944706805,22,28,125,11,1,51,4.89783979995091,"F#","Minor",81,18,340.666666666667,3,10,11,2.98572799262425
17087222,1,"Freitag",39,"October",10.712794229303,17,34,1e-04,5108,6,1e-04,4.43081679884331,"F#","Minor",57,86,568.543312163642,2,9,5,3.04996994501668
36137806.25,4,"Freitag",1e-04,"June",6.31173480915291,4,13,46,20,1,10,4.98360662170834,"B","Minor",61,20,221.03583670215,21,12,6,2.905742648967
16897767.2,5,"Montag",1e-04,"May",6.3578422665081,14,22,18,15,1,1e-04,4.30406509320417,"A#","Minor",53,24,364.945757143636,11,10,28,2.92913888575783
61969611,1,"Donnerstag",1e-04,"May",6.86171134048073,29,37,50,79,11,31,4.969813299576,"B","Major",75,35,221.03583670215,84,10,12,2.92470357150134
30820168,3,"Donnerstag",1,"November",6.90274273715859,19,12,117,9,5,3,4.91265488573605,"B","Minor",77,79,415.141515605453,15,27,10,2.99345253090734
20686495,3,"Montag",1e-04,"May",5.18178355029209,6,6,71,1,1e-04,31,4.60517018598809,"E","Major",56,53,271.260611193508,53,12,4,2.88940951167872
8517642,1,"Freitag",1e-04,"June",5.66988092298052,19,9,101,5,1e-04,73,4.65396035015752,"F","Minor",89,67,458.584898382381,9,7,33,2.89023287782895
106608279,1,"Freitag",1e-04,"May",6.30444880242198,1e-04,15,15,6,1e-04,1e-04,4.66343909411207,"F","Major",67,24,458.584898382381,15,30,4,2.89281600917767
39980447,2,"Donnerstag",1e-04,"March",6.52356230614951,10,15,92,21,2,26,4.88280192258637,"D","Major",85,53,373.161576722668,40,9,4,2.9391499708546
35269758.5,2,"Freitag",1e-04,"June",5.80513496891649,5,18,41,5,1e-04,19,4.78749174278205,"A","Major",78,5,108.877844834367,21,13,5,2.89400586030455
6915919,2,"Freitag",1e-04,"March",7.08757370555797,13,44,34,25,1,171,5.04342511691925,"C#","Major",82,51,161.703281291692,2,9,49,2.92032945880784
13888529.5,2,"Samstag",1e-04,"May",5.5683445037611,5,8,60,4,1,109,4.85981240436167,"G#","Major",70,42,187.313237696657,78,11,3,2.90769729934878
4079690.5,2,"Donnerstag",1,"September",5.08140436498446,6,10,79,2,1e-04,42,4.90527477843843,"F","Minor",80,85,423.714713174103,62,8,9,2.89471182501207
2868474,2,"Freitag",1e-04,"June",5.22035582507832,3,5,6,4,1,33,4.58496747867057,"A#","Minor",73,45,324.792325459155,28,13,13,2.86726180417627
5219000,1,"Freitag",1e-04,"March",6.73221070646721,18,20,110,20,1e-04,69,4.82028156560504,"A","Minor",84,64,161.703281291692,3,11,4,2.95834741316862
43677056.6666667,3,"Freitag",1e-04,"June",5.55682806169954,1e-04,5,17,5,1e-04,1e-04,4.90527477843843,"A","Minor",77,28,271.260611193508,18,22,15,2.85818405520531
74886858,1,"Donnerstag",1e-04,"March",7.97762509878459,30,116,69,107,3,675,4.67282883446191,"D","Major",78,39,256.563882754578,30,11,6,2.94924126099938
24076113,2,"Mittwoch",1,"October",8.54266598738927,25,116,84,114,18,348,4.56434819146784,"D","Major",54,25,423.714713174103,14,9,11,3.00036084964993
54627555,2,"Mittwoch",1,"November",8.24117615049496,34,47,77,53,10,8,4.81218435537242,"G#","Major",71,58,389.774679049235,30,32,19,3.00089806816862
67994647,2,"Freitag",1e-04,"May",6.37672694789863,1e-04,23,21,31,1e-04,1e-04,4.49980967033027,"G#","Major",62,7,324.792325459155,6,58,6,2.87058001413338
48789938.3333333,3,"Freitag",1,"December",7.99260665240021,16,41,69,38,1e-04,36,4.76217393479776,"F","Minor",72,45,301.458399416165,14,20,21,2.98616477766876
30753092,2,"Dienstag",1e-04,"April",5.67332326717149,8,8,78,4,1,1,4.89034912822175,"A","Minor",78,90,512.581811168387,31,7,4,2.92637722079006
44158929,1,"Freitag",1,"December",7.74975340627444,36,29,65,34,5,3,4.56434819146784,"G#","Minor",74,61,503.443991379318,11,35,6,2.97854272027879
24763476.5,2,"Donnerstag",1,"December",6.2841341610708,10,10,72,8,3,14,5.00394630594546,"G#","Major",66,85,309.172001029927,40,14,13,2.96932792322386
82060086.5,2,"Freitag",1e-04,"May",5.88332238848828,2,1,1e-04,9,1e-04,1e-04,4.70048036579242,"F#","Minor",66,32,167.988141875647,81,11,3,2.88567633050637
20361406,1,"Mittwoch",1,"November",8.31776616671934,6,118,48,143,1e-04,240,4.65396035015752,"F#","Major",95,62,249.318221765503,3,5,16,2.97705209510747
9078147,1,"Montag",1e-04,"May",5.85507192220243,69,8,96,5,1e-04,56,4.65396035015752,"C#","Major",80,69,458.584898382381,28,11,14,2.89901708891256
25515260.5,2,"Freitag",1e-04,"May",5.9427993751267,5,23,82,6,1e-04,113,4.89783979995091,"B","Major",76,61,293.809893426738,6,16,3,2.87048524094575
44158929,1,"Freitag",1,"July",7.80832305039106,36,47,66,45,5,6,5.13579843705026,"E","Minor",71,59,278.710418212454,4,27,12,2.99298664985871
29928400.5,2,"Freitag",1e-04,"June",5.62401750618734,1,1,20,5,1e-04,1,4.39444915467244,"F#","Major",59,26,309.172001029927,46,25,13,2.86197291963964
5493428,2,"Mittwoch",1e-04,"March",6.87419849545329,5,7,29,51,1,29,5.03695260241363,"F#","Major",63,75,587.622000193027,31,91,5,2.93100751789207
27741481,1,"Mittwoch",1,"June",9.01018065705235,12,155,72,131,16,29,5.12989871492307,"C#","Major",69,69,242.14189990379,63,38,4,3.02179087199839
47047855,1,"Freitag",1,"July",8.96724918285228,10,215,88,330,26,23,4.74493212836325,"G","Major",78,64,381.438031027565,4,7,14,3.00595903505272
22114533.5,2,"Montag",1e-04,"June",5.37063802812766,6,6,14,8,2,4,4.43081679884331,"A","Minor",43,14,423.714713174103,1,19,8,2.87731357856754
34647377,2,"Donnerstag",1e-04,"May",7.0335064842877,22,39,14,48,2,3,4.53259949315326,"G#","Major",79,58,324.792325459155,11,11,23,2.88340431241145
37942716,2,"Freitag",1e-04,"April",7.17395831975679,34,29,26,43,5,44,4.51085950651685,"G","Major",82,47,324.792325459155,10,10,15,2.92103728227711
85386598,1,"Freitag",1e-04,"April",7.63336964967958,6,58,70,43,1e-04,182,4.95582705760126,"A#","Minor",82,54,193.908654367517,6,33,7,2.94343086178653
25089609.5,2,"Freitag",1e-04,"May",6.79794041297493,1e-04,34,2,33,1e-04,1,4.83628190695148,"C#","Major",78,20,389.774679049235,1,16,4,2.88257047171088
106608279,1,"Freitag",1,"October",8.23297179059344,8,51,43,38,10,1,4.57471097850338,"A#","Major",73,10,193.908654367517,26,16,8,2.99606313214754
16883388.2,5,"Freitag",1e-04,"June",5.28320372873799,1e-04,3,10,3,1e-04,1e-04,4.61512051684126,"F","Major",92,59,242.14189990379,41,26,8,2.8509822075625
83335265,1,"Freitag",1,"May",8.29504914043511,33,34,65,43,6,2,4.58496747867057,"G","Minor",80,23,221.03583670215,14,6,5,3.03349293900508
9876794,1,"Freitag",1e-04,"January",6.89162589705225,5,8,57,76,2,49,5.03695260241363,"F#","Major",59,63,559.082880502025,18,80,9,2.93645527527057
17693560,1,"Dienstag",1e-04,"February",7.12286665859908,24,51,29,63,4,54,4.78749174278205,"A","Major",91,63,293.809893426738,52,31,22,2.9548323714556
31147087,1,"Montag",1,"October",8.29279885820037,13,72,27,47,1e-04,1e-04,5.01063529409626,"B","Major",49,4,271.260611193508,7,6,3,2.99275776944561
50435385,1,"Donnerstag",7,"January",8.94650502599868,13,119,66,1145,2,2,5.15905529921453,"A","Major",47,27,458.584898382381,11,10,8,3.02825877304002
24426747,1,"Mittwoch",2,"September",8.39547743273214,4,69,100,154,20,438,5.30826769740121,"A#","Major",34,25,242.14189990379,69,18,4,3.01571423198221
71195330,2,"Freitag",1,"November",8.44612674298238,18,84,84,42,1e-04,23,5.03043792139244,"B","Minor",56,42,249.318221765503,5,36,24,3.00407241825002
53769202,1,"Donnerstag",2,"October",9.22965268300856,20,258,87,657,22,9,4.95582705760126,"F","Major",60,13,149.374809080689,58,13,3,3.04756987450438
5677418.5,2,"Donnerstag",1e-04,"May",5.59471137960184,4,7,2,30,1,11,4.68213122712422,"A","Minor",84,55,214.143844145899,26,20,64,2.89515105231082
21718266.5,2,"Freitag",1e-04,"June",5.36597601502185,1e-04,3,3,6,1e-04,1e-04,4.96284463025991,"B","Major",83,25,381.438031027565,4,23,12,2.83517682858782
12090261,1,"Dienstag",1e-04,"February",6.73933662735717,2,12,57,47,1,33,4.68213122712422,"D","Major",67,55,364.945757143636,60,80,5,2.93361220250247
62740669,1,"Samstag",23,"January",9.94092783550997,27,81,53,3271,1,17,4.64439089914137,"F","Minor",95,78,356.791023137316,3,4,6,3.04818949568418
5036217.66666667,3,"Freitag",1,"December",7.14440718032114,20,41,22,56,4,84,4.53259949315326,"F#","Minor",84,96,467.444905978621,43,18,11,2.95799743447979
24896096,1,"Freitag",2,"December",7.85748078694253,32,3,79,21,1,54,4.65396035015752,"F#","Minor",65,46,256.563882754578,16,9,5,2.98800418831092
22199409,1,"Freitag",1,"June",8.75305551513822,6,109,42,158,3,31,5.13579843705026,"G#","Major",44,27,120.012890655837,89,14,5,3.03069948823026
20698096,3,"Donnerstag",1e-04,"May",6.51471269087253,1,9,13,11,1e-04,1,5.18178355029209,"C#","Minor",62,56,356.791023137316,18,12,5,2.87606681464599
74886858,1,"Freitag",1e-04,"May",6.57228254269401,1e-04,37,3,27,1e-04,50,5.17048399503815,"F#","Minor",50,44,441.035092945455,10,32,5,2.86229937239828
12302398,2,"Montag",1e-04,"May",5.78996017089725,13,14,110,9,1e-04,49,4.64439089914137,"E","Minor",80,38,549.675449152616,11,11,5,2.90895800010616
4117543,1,"Freitag",1e-04,"April",5.4971682252932,12,6,84,10,2,9,4.44265125649032,"G","Major",70,83,512.581811168387,31,47,30,2.92278722387587
2604231.5,2,"Sonntag",1e-04,"April",5.95324333428778,4,17,7,41,1,29,4.76217393479776,"F#","Minor",77,69,293.809893426738,39,26,5,2.89935024731468
53300243,1,"Freitag",1e-04,"February",6.92755790627832,35,15,26,30,6,1e-04,4.38202663467388,"Keine Angabe","Major",52,57,221.03583670215,86,15,39,2.95205854974171
29200222,1,"Freitag",1e-04,"April",7.45587668749182,3,46,5,51,1e-04,20,4.58496747867057,"F","Major",44,36,174.352062489831,50,38,5,2.92230403656098
38069710,2,"Donnerstag",1e-04,"February",7.66246781520024,33,45,80,53,8,4,5.18178355029209,"C#","Minor",79,58,458.584898382381,34,11,25,2.96534275504483
12121364,1,"Freitag",1,"April",8.08394570229562,9,67,55,48,1e-04,6,4.99721227376411,"A","Major",51,27,125.71371155717,48,22,3,2.97022578938028
17251918,1,"Freitag",1e-04,"February",6.26530121273771,10,15,93,30,1e-04,320,4.78749174278205,"D","Major",77,94,356.791023137316,65,38,3,2.93145391647305
9099068,1,"Montag",1e-04,"April",5.90263333340137,15,16,102,7,1e-04,55,4.80402104473326,"E","Minor",68,38,549.675449152616,1,8,5,2.92470735355561
2517163,1,"Mittwoch",26,"January",6.15697898558556,2,1e-04,1e-04,6,1e-04,1e-04,4.969813299576,"F","Major",74,75,415.141515605453,42,9,4,2.91547704224824
4676266,2,"Samstag",1e-04,"March",6.06842558824411,12,8,14,12,2,33,4.56434819146784,"D","Major",93,47,214.143844145899,33,10,36,2.93961513825075
7348862,1,"Montag",1e-04,"April",5.6021188208797,12,16,103,9,1e-04,55,4.91998092582813,"G#","Major",77,35,549.675449152616,16,17,9,2.90847373201254
19107292,1,"Freitag",1,"April",6.70441435496411,4,21,4,13,1e-04,4,4.79579054559674,"F#","Minor",94,71,316.950153486871,12,53,42,2.94786022849221
77193531,2,"Freitag",1e-04,"April",7.06390396147207,1e-04,36,65,28,1e-04,1e-04,4.77912349311153,"A","Minor",60,10,286.227041873622,1,50,3,2.91135750169113
106608279,1,"Freitag",4,"August",7.15617663748062,6,26,6,19,1e-04,5,4.56434819146784,"D","Major",72,40,214.143844145899,71,13,4,2.94639318241353
53300243,1,"Donnerstag",1,"April",8.79285328864069,34,114,104,147,11,20,4.70953020131233,"C#","Major",87,53,249.318221765503,66,11,5,3.02534951145828
40451639.5,2,"Freitag",1e-04,"April",7.27517231945277,4,1e-04,1e-04,1e-04,1e-04,1e-04,4.99721227376411,"A","Major",90,74,373.161576722668,14,10,19,2.91611551025271
25065858,2,"Freitag",1e-04,"February",5.87493073085203,10,4,64,4,2,37,5.2040066870768,"A","Major",57,80,301.458399416165,8,6,5,2.93427786020998
74886858,1,"Donnerstag",2,"September",9.22493337427908,30,234,71,543,18,2,4.94875989037817,"D","Major",79,82,531.020793741754,28,4,9,3.04391791020506
38959500,2,"Freitag",1,"December",5.57972982598622,6,8,84,5,1,4,4.97673374242057,"E","Minor",76,80,485.333333333333,19,6,9,2.9383206369713
7108910,2,"Dienstag",1e-04,"April",5.86078622346587,9,16,90,10,1e-04,64,4.70048036579242,"B","Minor",76,26,389.774679049235,1,41,6,2.89911976219714
5329101,1,"Dienstag",1,"August",5.06259503302697,4,5,6,1,1,18,4.89783979995091,"G","Major",70,35,174.352062489831,41,10,3,2.93046790552241
28095645,1,"Donnerstag",1,"July",8.93761259130621,33,180,90,422,15,55,4.86753445045558,"G","Major",92,78,324.792325459155,18,6,10,3.01934320591292
26150292,1,"Freitag",1,"October",8.2829886927426,6,142,23,127,3,16,4.97673374242057,"A#","Major",84,88,256.563882754578,35,8,7,2.99749348895241
16424664.3333333,3,"Sonntag",1e-04,"February",7.40123126441302,10,1e-04,1e-04,21,1e-04,1e-04,4.86753445045558,"B","Minor",69,36,568.543312163642,1,15,4,2.95221863848916
34135985,1,"Donnerstag",1,"April",6.82871207164168,18,17,80,22,9,38,5.15329159449778,"Keine Angabe","Major",59,69,256.563882754578,12,23,3,2.98664709312105
37056443,1,"Freitag",1,"November",7.59337419312129,35,34,26,37,5,1,4.52178857704904,"B","Minor",75,55,441.035092945455,25,10,15,2.98359554485985
16779253,1,"Donnerstag",9,"June",8.75447630628417,13,3,1,36,1,37,4.65396035015752,"F","Minor",56,57,540.321318412485,1e-04,10,4,2.99373998444694
9883717,1,"Donnerstag",2,"November",7.35308192051543,24,18,78,24,1e-04,30,5.16478597392351,"G","Minor",59,15,340.666666666667,43,12,10,2.98035825743207
35321416,2,"Donnerstag",1e-04,"April",6.77422388635761,4,17,13,27,1e-04,43,4.78749174278205,"G","Minor",80,33,389.774679049235,22,9,4,2.88637019424997
16471372.5,2,"Samstag",1,"December",6.00635315960173,5,3,31,2,1,1e-04,4.93447393313069,"D#","Minor",70,77,221.03583670215,37,12,5,2.94995885063074
7511935,1,"Freitag",1e-04,"March",5.82894561761021,13,4,71,16,1,9,4.88280192258637,"Keine Angabe","Minor",59,56,494.361054218179,12,12,6,2.94138913493282
60387872.5,2,"Donnerstag",5,"March",8.33997857199043,15,30,70,142,1e-04,27,4.7361984483945,"A#","Major",32,17,423.714713174103,14,17,3,3.01427795818343
2774956,2,"Donnerstag",1e-04,"May",4.65396035015752,1e-04,5,9,5,1e-04,1e-04,4.97673374242057,"B","Minor",54,19,221.03583670215,36,37,5,2.85396903969353
20280621,1,"Freitag",1,"September",7.32909373624659,17,53,120,62,1e-04,2,4.70048036579242,"Keine Angabe","Major",82,67,381.438031027565,1e-04,18,4,2.99542313449567
52507560.5,2,"Donnerstag",1,"December",7.88269220628903,30,21,55,32,3,1e-04,4.54329478227,"G#","Major",89,61,356.791023137316,17,36,16,2.97210167296616
104681090,1,"Donnerstag",5,"March",9.31352852977235,6,151,107,801,1,105,4.89783979995091,"C#","Major",45,17,309.172001029927,21,33,4,3.04902140148681
7511935,1,"Freitag",1e-04,"March",5.92157841964382,19,4,72,5,1e-04,5,4.78749174278205,"G","Major",62,32,441.035092945455,1e-04,39,4,2.94298644669396
24627608.5,2,"Donnerstag",1e-04,"February",5.29831736654804,4,8,77,2,1,1,4.81218435537242,"G","Minor",70,86,373.161576722668,24,11,4,2.90775320122726
10700342.5,2,"Freitag",2,"December",8.22710823434815,17,156,35,110,19,1e-04,4.87519732320115,"A#","Major",77,84,398.171089263681,35,15,4,3.01045512286649
62740669,1,"Dienstag",21,"January",10.389056904886,21,247,54,5567,1,51,5.14166355650266,"D","Major",70,6,415.141515605453,1,36,26,3.06000097496716
31371422.5,2,"Sonntag",21,"May",8.93787526532926,14,18,51,1005,1e-04,1e-04,4.86753445045558,"E","Minor",80,64,441.035092945455,2,20,6,3.01066316391362
20698096,3,"Donnerstag",1e-04,"March",7.09672137849476,34,10,41,20,1e-04,1,4.54329478227,"B","Major",82,53,364.945757143636,34,9,8,2.93395895058575
5007871,2,"Freitag",1e-04,"April",5.34233425196481,4,4,45,11,2,24,4.48863636973214,"G","Minor",73,44,286.227041873622,39,32,6,2.91115105918519
44158929,1,"Freitag",1e-04,"March",7.11882624906208,9,20,8,15,1e-04,6,4.46590811865458,"F","Minor",65,71,278.710418212454,4,15,20,2.92205624520208
34102401,2,"Mittwoch",1e-04,"March",6.4831073514572,3,11,3,18,1,1,4.82028156560504,"B","Minor",72,79,458.584898382381,55,15,30,2.91369587396122
30976,2,"Montag",1e-04,"March",7.2991214627108,1e-04,23,1e-04,18,1e-04,33,4.35670882668959,"G#","Major",71,80,348.697835759604,51,22,32,2.90180459327281
23886756,2,"Dienstag",1,"November",8.50552538654856,26,190,104,147,18,63,4.78749174278205,"G#","Major",70,70,467.444905978621,7,18,10,2.97558859248313
30976,2,"Freitag",1e-04,"March",6.56385552653213,1e-04,8,1,13,1e-04,1e-04,4.56434819146784,"F#","Minor",48,50,476.361168533288,40,37,20,2.8839109532909
15623147,1,"Samstag",1e-04,"March",6.49223983502047,1e-04,22,7,11,1e-04,78,4.66343909411207,"G","Major",73,22,531.020793741754,31,12,4,2.87810585360552
16969302,1,"Freitag",2,"December",6.19236248947487,17,4,11,5,1,2,5.13579843705026,"D","Minor",78,75,207.324786149175,62,12,35,2.948259175069
5105555,2,"Freitag",1e-04,"March",6.00881318544259,1e-04,16,15,5,1e-04,1,4.89783979995091,"B","Minor",67,11,441.035092945455,8,30,7,2.89945298937644
55713835,1,"Freitag",1,"May",8.91744473247151,8,166,42,199,16,58,4.74493212836325,"A#","Major",71,90,415.141515605453,30,11,5,3.0168643940106
12428719,1,"Freitag",1,"December",6.90073066404517,4,30,84,88,1,28,4.86753445045558,"F#","Major",74,79,540.321318412485,45,30,3,2.96556746527546
85061033.5,2,"Freitag",3,"March",9.12271062201521,5,240,98,468,3,10,4.77068462446567,"Keine Angabe","Major",65,63,467.444905978621,3,10,3,3.04087780666362
26410285,1,"Freitag",1,"April",8.09620827165004,12,67,84,46,16,117,4.70048036579242,"G","Major",59,22,155.498488075214,42,12,3,2.99192981307362
14875438,1,"Mittwoch",1e-04,"March",6.39024066706535,1e-04,29,9,12,1e-04,52,4.60517018598809,"A","Major",72,42,356.791023137316,18,19,4,2.89155181252849
22906120.5,2,"Dienstag",1e-04,"March",5.76832099579377,6,5,48,2,1,9,4.95582705760126,"G","Minor",70,76,467.444905978621,26,11,7,2.9216540518655
107146882,1,"Freitag",1,"October",7.86787149039632,4,19,29,21,1e-04,1e-04,4.9416424226093,"Keine Angabe","Major",64,18,149.374809080689,72,12,7,2.99006983685699
11015521,1,"Freitag",1e-04,"February",7.62070508683826,4,81,27,66,9,444,4.75359019110636,"G","Major",90,96,415.141515605453,62,9,4,2.94048347218842
23984004,1,"Freitag",1,"May",7.66293785046154,9,37,88,9,1e-04,14,4.78749174278205,"A","Major",73,64,521.774185913264,25,61,3,2.98178996802054
35952014,2,"Freitag",1,"April",7.86249719723055,37,28,57,43,8,85,4.52178857704904,"F","Minor",76,46,467.444905978621,31,7,6,2.99488678521507
6276570,1,"Mittwoch",1,"October",6.29526600143965,2,23,2,21,1e-04,1e-04,4.70048036579242,"G#","Minor",81,64,467.444905978621,5,31,3,2.93740068422161
12305528,1,"Freitag",1,"January",7.80751004221619,20,20,68,50,1e-04,22,4.78749174278205,"A#","Major",71,57,636.226137849481,1,13,11,2.99183394941955
6573255,2,"Dienstag",28,"July",9.27087087171621,17,21,1e-04,386,1e-04,2,4.38202663467388,"G#","Major",63,40,316.950153486871,9,56,6,3.04590199687201
34807667,2,"Sonntag",1,"November",7.79069603117474,26,52,66,55,1,16,4.74493212836325,"F","Minor",95,43,381.438031027565,47,9,31,2.97042920275638
11660528,1,"Freitag",9,"November",8.9274468162562,7,44,19,135,1e-04,6,4.33073334028633,"A#","Major",58,46,364.945757143636,65,13,4,3.02989386804472
27741481,1,"Montag",6,"February",9.25253742067597,7,71,53,181,1e-04,10,5.14749447681345,"F#","Major",60,77,458.584898382381,45,12,6,3.02722773717424
37679071,1,"Freitag",7,"September",9.6628162843537,16,231,37,1509,1e-04,13,4.59511985013459,"A#","Major",40,45,278.710418212454,69,9,5,3.07302770296518
104681090,1,"Mittwoch",8,"May",10.1559568692322,4,122,94,1992,1e-04,18,4.91265488573605,"Keine Angabe","Minor",36,12,286.227041873622,9,14,8,3.06291167159141
17689271,1,"Freitag",4,"May",7.40245152081824,1e-04,27,27,29,1,1,5.01063529409626,"G#","Minor",90,64,34.2554689432235,67,11,10,2.960901411406
1861342,1,"Freitag",1e-04,"April",3.52636052461616,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,4.52178857704904,"A#","Minor",71,41,114.400463498487,79,10,5,2.89249196651682
14172391,5,"Donnerstag",1,"December",7.52023455647463,16,20,8,30,2,1e-04,4.55387689160054,"C#","Major",77,72,540.321318412485,17,7,5,2.95622666880703
22771723,3,"Montag",1,"July",8.10198073185319,30,72,64,64,6,3,4.62497281328427,"B","Minor",83,58,503.443991379318,21,10,5,2.99433668090204
65682546,1,"Freitag",1,"December",7.55538194424027,1e-04,23,71,14,1e-04,9,4.97673374242057,"Keine Angabe","Minor",70,34,271.260611193508,43,16,6,2.9664424539176
34807979,1,"Montag",20,"March",9.9090222080346,5,39,1e-04,7341,1e-04,1e-04,4.70048036579242,"A","Major",50,24,531.020793741754,1e-04,64,4,3.04603547390839
52876953,2,"Freitag",1e-04,"February",7.33236920592906,1e-04,32,18,39,2,1e-04,4.55387689160054,"Keine Angabe","Major",64,30,449.781505219462,46,38,6,2.93516805089954
25696205.5,2,"Freitag",1e-04,"March",6.42162226780652,2,22,82,8,1e-04,9,4.54329478227,"B","Minor",68,81,494.361054218179,53,9,13,2.92177664530265
23984004,1,"Freitag",1,"December",6.69826805411541,4,11,58,5,1e-04,21,4.95582705760126,"G","Major",61,92,578.056448859614,1e-04,26,3,2.93470170736205
21493520.5,2,"Freitag",1,"August",8.65347080970879,10,108,16,197,3,165,4.97673374242057,"F#","Minor",59,20,423.714713174103,1,15,5,2.99695921423753
23984004,1,"Freitag",1e-04,"March",5.87493073085203,4,4,20,1e-04,1e-04,1e-04,4.79579054559674,"F#","Minor",64,67,476.361168533288,1e-04,36,3,2.90699925606836
